ID,data,label
sub-verse570_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse570\sub-verse570_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse570\sub-verse570_dir-iso_seg-subreg_ctd.json
sub-verse572_dir-sag_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse572\sub-verse572_dir-sag_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse572\sub-verse572_dir-sag_seg-subreg_ctd.json
sub-verse578_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse578\sub-verse578_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse578\sub-verse578_dir-iso_seg-subreg_ctd.json
sub-verse582_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse582\sub-verse582_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse582\sub-verse582_dir-iso_seg-subreg_ctd.json
sub-verse587_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse587\sub-verse587_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse587\sub-verse587_dir-iso_seg-subreg_ctd.json
sub-verse590_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse590\sub-verse590_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse590\sub-verse590_dir-iso_seg-subreg_ctd.json
sub-verse591_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse591\sub-verse591_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse591\sub-verse591_dir-iso_seg-subreg_ctd.json
sub-verse597_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse597\sub-verse597_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse597\sub-verse597_dir-iso_seg-subreg_ctd.json
sub-verse599_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse599\sub-verse599_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse599\sub-verse599_dir-iso_seg-subreg_ctd.json
sub-verse602_dir-iso_seg-vert_msk,E:\Verse\dataset-03test\derivatives\sub-verse602\sub-verse602_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse602\sub-verse602_dir-iso_seg-subreg_ctd.json
sub-verse604_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse604\sub-verse604_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse604\sub-verse604_dir-iso_seg-subreg_ctd.json
sub-verse607_dir-sag_seg-vert_msk,E:\Verse\dataset-03test\derivatives\sub-verse607\sub-verse607_dir-sag_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse607\sub-verse607_dir-sag_seg-subreg_ctd.json
sub-verse613_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse613\sub-verse613_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse613\sub-verse613_dir-iso_seg-subreg_ctd.json
sub-verse616_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse616\sub-verse616_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse616\sub-verse616_dir-iso_seg-subreg_ctd.json
sub-verse617_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse617\sub-verse617_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse617\sub-verse617_dir-iso_seg-subreg_ctd.json
sub-verse620_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse620\sub-verse620_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse620\sub-verse620_dir-iso_seg-subreg_ctd.json
sub-verse626_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse626\sub-verse626_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse626\sub-verse626_dir-iso_seg-subreg_ctd.json
sub-verse647_dir-sag_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse647\sub-verse647_dir-sag_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse647\sub-verse647_dir-sag_seg-subreg_ctd.json
sub-verse648_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse648\sub-verse648_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse648\sub-verse648_dir-iso_seg-subreg_ctd.json
sub-verse649_dir-sag_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse649\sub-verse649_dir-sag_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse649\sub-verse649_dir-sag_seg-subreg_ctd.json
sub-verse650_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse650\sub-verse650_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse650\sub-verse650_dir-iso_seg-subreg_ctd.json
sub-verse651_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse651\sub-verse651_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse651\sub-verse651_dir-iso_seg-subreg_ctd.json
sub-verse700_dir-sag_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse700\sub-verse700_dir-sag_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse700\sub-verse700_dir-sag_seg-subreg_ctd.json
sub-verse702_dir-sag_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse702\sub-verse702_dir-sag_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse702\sub-verse702_dir-sag_seg-subreg_ctd.json
sub-verse704_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse704\sub-verse704_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse704\sub-verse704_dir-iso_seg-subreg_ctd.json
sub-verse706_dir-sag_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse706\sub-verse706_dir-sag_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse706\sub-verse706_dir-sag_seg-subreg_ctd.json
sub-verse708_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse708\sub-verse708_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse708\sub-verse708_dir-iso_seg-subreg_ctd.json
sub-verse710_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse710\sub-verse710_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse710\sub-verse710_dir-iso_seg-subreg_ctd.json
sub-verse712_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse712\sub-verse712_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse712\sub-verse712_dir-iso_seg-subreg_ctd.json
sub-verse714_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse714\sub-verse714_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse714\sub-verse714_dir-iso_seg-subreg_ctd.json
sub-verse716_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse716\sub-verse716_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse716\sub-verse716_dir-iso_seg-subreg_ctd.json
sub-verse718_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse718\sub-verse718_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse718\sub-verse718_dir-iso_seg-subreg_ctd.json
sub-verse751_dir-sag_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse751\sub-verse751_dir-sag_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse751\sub-verse751_dir-sag_seg-subreg_ctd.json
sub-verse752_dir-ax_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse752\sub-verse752_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse752\sub-verse752_dir-ax_seg-subreg_ctd.json
sub-verse754_dir-sag_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse754\sub-verse754_dir-sag_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse754\sub-verse754_dir-sag_seg-subreg_ctd.json
sub-verse756_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse756\sub-verse756_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse756\sub-verse756_dir-iso_seg-subreg_ctd.json
sub-verse758_dir-sag_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse758\sub-verse758_dir-sag_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse758\sub-verse758_dir-sag_seg-subreg_ctd.json
sub-verse760_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse760\sub-verse760_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse760\sub-verse760_dir-iso_seg-subreg_ctd.json
sub-verse762_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse762\sub-verse762_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse762\sub-verse762_dir-iso_seg-subreg_ctd.json
sub-verse764_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse764\sub-verse764_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse764\sub-verse764_dir-iso_seg-subreg_ctd.json
sub-verse766_dir-ax_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse766\sub-verse766_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse766\sub-verse766_dir-ax_seg-subreg_ctd.json
sub-verse768_dir-ax_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse768\sub-verse768_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse768\sub-verse768_dir-ax_seg-subreg_ctd.json
sub-verse801_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse801\sub-verse801_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse801\sub-verse801_dir-iso_seg-subreg_ctd.json
sub-verse803_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse803\sub-verse803_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse803\sub-verse803_dir-iso_seg-subreg_ctd.json
sub-verse804_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse804\sub-verse804_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse804\sub-verse804_dir-iso_seg-subreg_ctd.json
sub-verse809_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse809\sub-verse809_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse809\sub-verse809_dir-iso_seg-subreg_ctd.json
sub-verse810_dir-iso_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse810\sub-verse810_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse810\sub-verse810_dir-iso_seg-subreg_ctd.json
sub-verse813_dir-sag_seg-vert_snp,E:\Verse\dataset-03test\derivatives\sub-verse813\sub-verse813_dir-sag_seg-vert_msk.nii.gz,E:\Verse\dataset-03test\derivatives\sub-verse813\sub-verse813_dir-sag_seg-subreg_ctd.json
