ID,data,label
sub-verse588_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse588\sub-verse588_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse588\sub-verse588_seg-subreg_ctd.json
sub-verse593_dir-sag_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse593\sub-verse593_dir-sag_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse593\sub-verse593_dir-sag_seg-subreg_ctd.json
sub-verse594_dir-ax_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse594\sub-verse594_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse594\sub-verse594_dir-ax_seg-subreg_ctd.json
sub-verse596_dir-ax_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse596\sub-verse596_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse596\sub-verse596_dir-ax_seg-subreg_ctd.json
sub-verse605_dir-sag_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse605\sub-verse605_dir-sag_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse605\sub-verse605_dir-sag_seg-subreg_ctd.json
sub-verse619_dir-ax_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse619\sub-verse619_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse619\sub-verse619_dir-ax_seg-subreg_ctd.json
sub-verse629_dir-ax_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse629\sub-verse629_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse629\sub-verse629_dir-ax_seg-subreg_ctd.json
sub-verse631_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse631\sub-verse631_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse631\sub-verse631_seg-subreg_ctd.json
sub-verse641_dir-ax_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse641\sub-verse641_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse641\sub-verse641_dir-ax_seg-subreg_ctd.json
sub-verse642_dir-sag_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse642\sub-verse642_dir-sag_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse642\sub-verse642_dir-sag_seg-subreg_ctd.json
sub-verse646_dir-iso_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse646\sub-verse646_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse646\sub-verse646_dir-iso_seg-subreg_ctd.json
sub-verse807_dir-ax_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse807\sub-verse807_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse807\sub-verse807_dir-ax_seg-subreg_ctd.json
sub-verse808_dir-iso_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse808\sub-verse808_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse808\sub-verse808_dir-iso_seg-subreg_ctd.json
sub-verse811_dir-ax_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse811\sub-verse811_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse811\sub-verse811_dir-ax_seg-subreg_ctd.json
sub-verse818_dir-ax_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse818\sub-verse818_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse818\sub-verse818_dir-ax_seg-subreg_ctd.json
sub-verse820_dir-ax_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse820\sub-verse820_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse820\sub-verse820_dir-ax_seg-subreg_ctd.json
sub-verse823_dir-iso_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse823\sub-verse823_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse823\sub-verse823_dir-iso_seg-subreg_ctd.json
sub-verse824_dir-ax_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse824\sub-verse824_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse824\sub-verse824_dir-ax_seg-subreg_ctd.json
sub-verse825_dir-ax_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse825\sub-verse825_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse825\sub-verse825_dir-ax_seg-subreg_ctd.json
sub-verse833_dir-ax_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse833\sub-verse833_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse833\sub-verse833_dir-ax_seg-subreg_ctd.json
sub-verse835_dir-iso_seg-vert_snp,E:\Verse\dataset-01training\derivatives\sub-verse835\sub-verse835_dir-iso_seg-vert_msk.nii.gz,E:\Verse\dataset-01training\derivatives\sub-verse835\sub-verse835_dir-iso_seg-subreg_ctd.json
sub-verse004_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse004\sub-verse004_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse004\sub-verse004_seg-subreg_ctd.json
sub-verse005_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse005\sub-verse005_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse005\sub-verse005_seg-subreg_ctd.json
sub-verse006_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse006\sub-verse006_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse006\sub-verse006_seg-subreg_ctd.json
sub-verse007_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse007\sub-verse007_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse007\sub-verse007_seg-subreg_ctd.json
sub-verse008_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse008\sub-verse008_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse008\sub-verse008_seg-subreg_ctd.json
sub-verse009_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse009\sub-verse009_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse009\sub-verse009_seg-subreg_ctd.json
sub-verse014_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse014\sub-verse014_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse014\sub-verse014_seg-subreg_ctd.json
sub-verse015_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse015\sub-verse015_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse015\sub-verse015_seg-subreg_ctd.json
sub-verse031_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse031\sub-verse031_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse031\sub-verse031_seg-subreg_ctd.json
sub-verse033_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse033\sub-verse033_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse033\sub-verse033_seg-subreg_ctd.json
sub-verse034_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse034\sub-verse034_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse034\sub-verse034_seg-subreg_ctd.json
sub-verse036_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse036\sub-verse036_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse036\sub-verse036_seg-subreg_ctd.json
sub-verse043_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse043\sub-verse043_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse043\sub-verse043_seg-subreg_ctd.json
sub-verse046_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse046\sub-verse046_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse046\sub-verse046_seg-subreg_ctd.json
sub-verse048_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse048\sub-verse048_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse048\sub-verse048_seg-subreg_ctd.json
sub-verse051_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse051\sub-verse051_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse051\sub-verse051_seg-subreg_ctd.json
sub-verse056_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse056\sub-verse056_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse056\sub-verse056_seg-subreg_ctd.json
sub-verse060_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse060\sub-verse060_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse060\sub-verse060_seg-subreg_ctd.json
sub-verse061_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse061\sub-verse061_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse061\sub-verse061_seg-subreg_ctd.json
sub-verse063_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse063\sub-verse063_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse063\sub-verse063_seg-subreg_ctd.json
sub-verse064_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse064\sub-verse064_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse064\sub-verse064_seg-subreg_ctd.json
sub-verse065_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse065\sub-verse065_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse065\sub-verse065_seg-subreg_ctd.json
sub-verse068_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse068\sub-verse068_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse068\sub-verse068_seg-subreg_ctd.json
sub-verse072_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse072\sub-verse072_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse072\sub-verse072_seg-subreg_ctd.json
sub-verse074_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse074\sub-verse074_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse074\sub-verse074_seg-subreg_ctd.json
sub-verse075_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse075\sub-verse075_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse075\sub-verse075_seg-subreg_ctd.json
sub-verse076_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse076\sub-verse076_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse076\sub-verse076_seg-subreg_ctd.json
sub-verse082_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse082\sub-verse082_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse082\sub-verse082_seg-subreg_ctd.json
sub-verse088_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse088\sub-verse088_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse088\sub-verse088_seg-subreg_ctd.json
sub-verse091_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse091\sub-verse091_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse091\sub-verse091_seg-subreg_ctd.json
sub-verse096_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse096\sub-verse096_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse096\sub-verse096_seg-subreg_ctd.json
sub-verse097_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse097\sub-verse097_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse097\sub-verse097_seg-subreg_ctd.json
sub-verse100_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse100\sub-verse100_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse100\sub-verse100_seg-subreg_ctd.json
sub-verse102_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse102\sub-verse102_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse102\sub-verse102_seg-subreg_ctd.json
sub-verse104_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse104\sub-verse104_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse104\sub-verse104_seg-subreg_ctd.json
sub-verse105_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse105\sub-verse105_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse105\sub-verse105_seg-subreg_ctd.json
sub-verse107_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse107\sub-verse107_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse107\sub-verse107_seg-subreg_ctd.json
sub-verse111_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse111\sub-verse111_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse111\sub-verse111_seg-subreg_ctd.json
sub-verse112_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse112\sub-verse112_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse112\sub-verse112_seg-subreg_ctd.json
sub-verse113_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse113\sub-verse113_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse113\sub-verse113_seg-subreg_ctd.json
sub-verse122_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse122\sub-verse122_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse122\sub-verse122_seg-subreg_ctd.json
sub-verse127_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse127\sub-verse127_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse127\sub-verse127_seg-subreg_ctd.json
sub-verse133_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse133\sub-verse133_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse133\sub-verse133_seg-subreg_ctd.json
sub-verse134_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse134\sub-verse134_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse134\sub-verse134_seg-subreg_ctd.json
sub-verse135_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse135\sub-verse135_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse135\sub-verse135_seg-subreg_ctd.json
sub-verse137_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse137\sub-verse137_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse137\sub-verse137_seg-subreg_ctd.json
sub-verse139_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse139\sub-verse139_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse139\sub-verse139_seg-subreg_ctd.json
sub-verse141_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse141\sub-verse141_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse141\sub-verse141_seg-subreg_ctd.json
sub-verse145_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse145\sub-verse145_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse145\sub-verse145_seg-subreg_ctd.json
sub-verse146_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse146\sub-verse146_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse146\sub-verse146_seg-subreg_ctd.json
sub-verse151_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse151\sub-verse151_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse151\sub-verse151_seg-subreg_ctd.json
sub-verse152_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse152\sub-verse152_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse152\sub-verse152_seg-subreg_ctd.json
sub-verse207_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse207\sub-verse207_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse207\sub-verse207_seg-subreg_ctd.json
sub-verse254_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse254\sub-verse254_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse254\sub-verse254_seg-subreg_ctd.json
