ID,data,label
sub-verse508_dir-ax_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse508\sub-verse508_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse508\sub-verse508_dir-ax_seg-subreg_ctd.json
sub-verse511_dir-ax_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse511\sub-verse511_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse511\sub-verse511_dir-ax_seg-subreg_ctd.json
sub-verse513_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse513\sub-verse513_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse513\sub-verse513_seg-subreg_ctd.json
sub-verse522_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse522\sub-verse522_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse522\sub-verse522_seg-subreg_ctd.json
sub-verse529_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse529\sub-verse529_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse529\sub-verse529_seg-subreg_ctd.json
sub-verse530_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse530\sub-verse530_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse530\sub-verse530_seg-subreg_ctd.json
sub-verse531_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse531\sub-verse531_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse531\sub-verse531_seg-subreg_ctd.json
sub-verse545_dir-ax_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse545\sub-verse545_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse545\sub-verse545_dir-ax_seg-subreg_ctd.json
sub-verse547_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse547\sub-verse547_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse547\sub-verse547_seg-subreg_ctd.json
sub-verse549_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse549\sub-verse549_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse549\sub-verse549_seg-subreg_ctd.json
sub-verse553_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse553\sub-verse553_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse553\sub-verse553_seg-subreg_ctd.json
sub-verse554_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse554\sub-verse554_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse554\sub-verse554_seg-subreg_ctd.json
sub-verse556_dir-ax_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse556\sub-verse556_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse556\sub-verse556_dir-ax_seg-subreg_ctd.json
sub-verse559_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse559\sub-verse559_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse559\sub-verse559_seg-subreg_ctd.json
sub-verse569_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse569\sub-verse569_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse569\sub-verse569_seg-subreg_ctd.json
sub-verse571_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse571\sub-verse571_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse571\sub-verse571_seg-subreg_ctd.json
sub-verse573_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse573\sub-verse573_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse573\sub-verse573_seg-subreg_ctd.json
sub-verse576_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse576\sub-verse576_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse576\sub-verse576_seg-subreg_ctd.json
sub-verse580_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse580\sub-verse580_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse580\sub-verse580_seg-subreg_ctd.json
sub-verse585_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse585\sub-verse585_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse585\sub-verse585_seg-subreg_ctd.json
sub-verse592_dir-ax_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse592\sub-verse592_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse592\sub-verse592_dir-ax_seg-subreg_ctd.json
sub-verse598_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse598\sub-verse598_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse598\sub-verse598_seg-subreg_ctd.json
sub-verse600_dir-ax_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse600\sub-verse600_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse600\sub-verse600_dir-ax_seg-subreg_ctd.json
sub-verse601_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse601\sub-verse601_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse601\sub-verse601_seg-subreg_ctd.json
sub-verse603_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse603\sub-verse603_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse603\sub-verse603_seg-subreg_ctd.json
sub-verse606_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse606\sub-verse606_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse606\sub-verse606_seg-subreg_ctd.json
sub-verse609_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse609\sub-verse609_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse609\sub-verse609_seg-subreg_ctd.json
sub-verse612_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse612\sub-verse612_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse612\sub-verse612_seg-subreg_ctd.json
sub-verse614_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse614\sub-verse614_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse614\sub-verse614_seg-subreg_ctd.json
sub-verse615_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse615\sub-verse615_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse615\sub-verse615_seg-subreg_ctd.json
sub-verse618_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse618\sub-verse618_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse618\sub-verse618_seg-subreg_ctd.json
sub-verse621_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse621\sub-verse621_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse621\sub-verse621_seg-subreg_ctd.json
sub-verse623_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse623\sub-verse623_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse623\sub-verse623_seg-subreg_ctd.json
sub-verse627_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse627\sub-verse627_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse627\sub-verse627_seg-subreg_ctd.json
sub-verse635_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse635\sub-verse635_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse635\sub-verse635_seg-subreg_ctd.json
sub-verse636_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse636\sub-verse636_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse636\sub-verse636_seg-subreg_ctd.json
sub-verse640_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse640\sub-verse640_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse640\sub-verse640_seg-subreg_ctd.json
sub-verse643_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse643\sub-verse643_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse643\sub-verse643_seg-subreg_ctd.json
sub-verse644_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse644\sub-verse644_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse644\sub-verse644_seg-subreg_ctd.json
sub-verse645_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse645\sub-verse645_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse645\sub-verse645_seg-subreg_ctd.json
sub-verse701_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse701\sub-verse701_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse701\sub-verse701_seg-subreg_ctd.json
sub-verse703_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse703\sub-verse703_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse703\sub-verse703_seg-subreg_ctd.json
sub-verse705_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse705\sub-verse705_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse705\sub-verse705_seg-subreg_ctd.json
sub-verse707_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse707\sub-verse707_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse707\sub-verse707_seg-subreg_ctd.json
sub-verse709_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse709\sub-verse709_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse709\sub-verse709_seg-subreg_ctd.json
sub-verse711_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse711\sub-verse711_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse711\sub-verse711_seg-subreg_ctd.json
sub-verse713_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse713\sub-verse713_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse713\sub-verse713_seg-subreg_ctd.json
sub-verse715_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse715\sub-verse715_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse715\sub-verse715_seg-subreg_ctd.json
sub-verse717_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse717\sub-verse717_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse717\sub-verse717_seg-subreg_ctd.json
sub-verse719_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse719\sub-verse719_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse719\sub-verse719_seg-subreg_ctd.json
sub-verse750_dir-ax_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse750\sub-verse750_dir-ax_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse750\sub-verse750_dir-ax_seg-subreg_ctd.json
sub-verse753_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse753\sub-verse753_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse753\sub-verse753_seg-subreg_ctd.json
sub-verse755_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse755\sub-verse755_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse755\sub-verse755_seg-subreg_ctd.json
sub-verse757_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse757\sub-verse757_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse757\sub-verse757_seg-subreg_ctd.json
sub-verse759_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse759\sub-verse759_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse759\sub-verse759_seg-subreg_ctd.json
sub-verse761_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse761\sub-verse761_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse761\sub-verse761_seg-subreg_ctd.json
sub-verse763_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse763\sub-verse763_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse763\sub-verse763_seg-subreg_ctd.json
sub-verse765_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse765\sub-verse765_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse765\sub-verse765_seg-subreg_ctd.json
sub-verse767_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse767\sub-verse767_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse767\sub-verse767_seg-subreg_ctd.json
sub-verse769_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse769\sub-verse769_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse769\sub-verse769_seg-subreg_ctd.json
sub-verse802_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse802\sub-verse802_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse802\sub-verse802_seg-subreg_ctd.json
sub-verse805_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse805\sub-verse805_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse805\sub-verse805_seg-subreg_ctd.json
sub-verse806_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse806\sub-verse806_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse806\sub-verse806_seg-subreg_ctd.json
sub-verse814_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse814\sub-verse814_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse814\sub-verse814_seg-subreg_ctd.json
sub-verse815_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse815\sub-verse815_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse815\sub-verse815_seg-subreg_ctd.json
sub-verse816_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse816\sub-verse816_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse816\sub-verse816_seg-subreg_ctd.json
sub-verse817_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse817\sub-verse817_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse817\sub-verse817_seg-subreg_ctd.json
sub-verse821_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse821\sub-verse821_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse821\sub-verse821_seg-subreg_ctd.json
sub-verse826_seg-vert_snp,E:\Verse\dataset-02validation\derivatives\sub-verse826\sub-verse826_seg-vert_msk.nii.gz,E:\Verse\dataset-02validation\derivatives\sub-verse826\sub-verse826_seg-subreg_ctd.json
